Vessel,Trip No,Counter,Status,Customer,Month,Time,Total Time,Last Discharge Port Depart,Discharge Port Depart,Discharge Counts,Load Counts,Trip Details,Product,Load Quantity,Total Load Quantity,Details,Vessel_y,Customer (Finance),Cargo (Finance),Contract Type,Load-Port 1,Load-Port 2,Load-Port 3,Discharge-Port 1,Discharge-Port 2,Discharge-Port 3,Discharge-Port 4,Trade Pattern (per sched),TRADE MASTER,Schedule Map,Freight rate (per tonne) - PY,Time charter rate (per day) - PY,Rebate (per tonne) - PY,Other revenue (per trip) - PY,Demurrage rate - PY,Despatch rate - PY,Avg. cc / trip (PY),Freight rate (per tonne) - CY,Time charter rate (per day) - CY,Rebate (per tonne) - CY,Other revenue (per trip) - CY,Demurrage rate - CY,Despatch rate - CY,Type,Avg. cc / trip (CY),Fuel surcharge peg (per L),Fuel surcharge type,Fuel surcharge (tonnage factor),Fuel surcharge (litres factor),Calc comments,Reference price,Column1,In CY schedules?,Total Freight,Total Rebate,Total Time Charter,Total Revenue,b_start_str,b_end_str,Timing,Timing_str
Northern Venture,42,42,Firm,Tomlinson,Jul,2.77,2.77,2024-07-16 16:20:56.560,2024-07-19 10:44:49.674,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240716162056,20240719104449,20240716162056.20240719104449,20240716162056.20240719104449
Northern Venture,43,43,Firm,Tomlinson,Jul,2.76,2.76,2024-07-19 10:44:49.674,2024-07-22 04:59:02.292,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,139624.76,0.0,0.0,139624.76,20240719104449,20240722045902,20240719104449.20240722045902,20240719104449.20240722045902
Northern Venture,44,44,Firm,Compass,Jul,1.67,1.67,2024-07-22 04:59:02.292,2024-07-23 21:04:53.498,1,1,"Compass,Salt,Goderich,Fisher Harbour",Salt,15400.0,15400.0,"Northern Venture,Compass,Salt,Goderich,Fisher Harbour",Northern Venture,Compass,Salt,COA,Goderich,,,Fisher Harbour,,,,Goderich__-Fisher Harbour___,Northern Venture*Compass*Salt*Goderich__-Fisher Harbour___,"Northern Venture,Compass,Salt,Goderich,Fisher Harbour",5.92,0,0,0,1500,-750,1139.6000000000001,6.07,0,0,0,1551,-775.5,,1168.4750000000001,1,Tonnage-based,1.47,0,,,,YES,93478.0,0.0,0.0,93478.0,20240722045902,20240723210453,20240722045902.20240723210453,20240722045902.20240723210453
Northern Venture,45,45,Firm,Tomlinson,Jul,2.09,2.09,2024-07-23 21:04:53.498,2024-07-25 23:17:41.053,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240723210453,20240725231741,20240723210453.20240725231741,20240723210453.20240725231741
Northern Venture,46,46,Firm,LaFarge,Jul,3.05,3.05,2024-07-25 23:17:41.053,2024-07-29 00:24:54.597,1,1,"LaFarge,Aggregates,Manitoulin,Cleveland",Aggregates,15100.0,15100.0,"Northern Venture,LaFarge,Aggregates,Manitoulin,Cleveland",Northern Venture,LaFarge,Aggregates,COA,Manitoulin,,,Cleveland,,,,Manitoulin__-Cleveland___,Northern Venture*LaFarge*Aggregates*Manitoulin__-Cleveland___,"Northern Venture,LaFarge,Aggregates,Manitoulin,Cleveland",10.11,0,0,0,1500,-750,1845.075,11.2,0,0,0,1551,-775.5,,2044,0.6799999932,Tonnage-based,2.07,0,,,,NO,169120.0,0.0,0.0,169120.0,20240725231741,20240729002454,20240725231741.20240729002454,20240725231741.20240729002454
Northern Venture,47,47,Firm,Windsor Salt,Jul,2.6,2.6,2024-07-29 00:24:54.597,2024-07-31 14:52:05.524,1,1,"Windsor Salt,Salt,Fairport,Fisher Harbour",Salt,13000.0,13000.0,"Northern Venture,Windsor Salt,Salt,Fairport,Fisher Harbour",Northern Venture,Windsor Salt,Salt,COA,Fairport,,,Fisher Harbour,,,,Fairport__-Fisher Harbour___,Northern Venture*Windsor Salt*Salt*Fairport__-Fisher Harbour___,"Northern Venture,Windsor Salt,Salt,Fairport,Fisher Harbour",10.06,0,0,0,1500,-750,1936.5500000000002,10.3,0,0,0,1545,-772.5,,1982.75,1.00299998997,Tonnage-based,2.38,0,,,,NO,133900.0,0.0,0.0,133900.0,20240729002454,20240731145205,20240729002454.20240731145205,20240729002454.20240731145205
Northern Venture,48,48,Firm,Tomlinson,Aug,1.8,2.18,2024-07-31 14:52:05.524,2024-08-02 19:07:54.104,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,139624.76,0.0,0.0,139624.76,20240731145205,20240802190754,20240731145205.20240802190754,20240731145205.20240802190754
Northern Venture,49,49,Firm,Compass,Aug,1.33,1.33,2024-08-02 19:07:54.104,2024-08-04 03:04:58.750,1,1,"Compass,Salt,Goderich,Alpena",Salt,8800.0,8800.0,"Northern Venture,Compass,Salt,Goderich,Alpena",Northern Venture,Compass,Salt,COA,Goderich,,,Alpena,,,,Goderich__-Alpena___,Northern Venture*Compass*Salt*Goderich__-Alpena___,"Northern Venture,Compass,Salt,Goderich,Alpena",7.56,0,0,0,1500,-750,831.6,7.76,0,0,0,1551,-775.5,,853.6,1,Tonnage-based,1.92,0,,,,YES,68288.0,0.0,0.0,68288.0,20240802190754,20240804030458,20240802190754.20240804030458,20240802190754.20240804030458
Northern Venture,50,50,Firm,Tomlinson,Aug,2.08,2.08,2024-08-04 03:04:58.750,2024-08-06 05:02:21.825,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240804030458,20240806050221,20240804030458.20240806050221,20240804030458.20240806050221
Northern Venture,51,51,Firm,Tomlinson,Aug,2.76,2.76,2024-08-06 05:02:21.825,2024-08-08 23:16:34.443,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,139624.76,0.0,0.0,139624.76,20240806050221,20240808231634,20240806050221.20240808231634,20240806050221.20240808231634
Northern Venture,52,52,Firm,Tomlinson,Aug,2.77,2.77,2024-08-08 23:16:34.443,2024-08-11 17:40:27.557,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240808231634,20240811174027,20240808231634.20240811174027,20240808231634.20240811174027
Northern Venture,53,53,Firm,LaFarge,Aug,2.37,2.37,2024-08-11 17:40:27.557,2024-08-14 02:34:44.535,1,1,"LaFarge,Aggregates,Manitoulin,Sarnia",Aggregates,15100.0,15100.0,"Northern Venture,LaFarge,Aggregates,Manitoulin,Sarnia",Northern Venture,LaFarge,Aggregates,COA,Manitoulin,,,Sarnia,,,,Manitoulin__-Sarnia___,Northern Venture*LaFarge*Aggregates*Manitoulin__-Sarnia___,"Northern Venture,LaFarge,Aggregates,Manitoulin,Sarnia",5.76,0,0,0,1500,-750,1222.272,5.92,0,0,0,1551,-775.5,,1256.2240000000002,0.6799999932,Tonnage-based,1.13,0,,,,NO,89392.0,0.0,0.0,89392.0,20240811174027,20240814023444,20240811174027.20240814023444,20240811174027.20240814023444
Northern Venture,54,54,Firm,Tomlinson,Aug,2.6,2.6,2024-08-14 02:34:44.535,2024-08-16 16:56:45.239,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,139624.76,0.0,0.0,139624.76,20240814023444,20240816165645,20240814023444.20240816165645,20240814023444.20240816165645
Northern Venture,55,55,Firm,Tomlinson,Aug,2.77,2.77,2024-08-16 16:56:45.239,2024-08-19 11:20:38.354,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240816165645,20240819112038,20240816165645.20240819112038,20240816165645.20240819112038
Northern Venture,56,56,Firm,Tomlinson,Aug,2.76,2.76,2024-08-19 11:20:38.354,2024-08-22 05:34:50.971,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,139624.76,0.0,0.0,139624.76,20240819112038,20240822053450,20240819112038.20240822053450,20240819112038.20240822053450
Northern Venture,57,57,Firm,LaFarge,Aug,2.46,2.46,2024-08-22 05:34:50.971,2024-08-24 16:41:49.471,1,1,"LaFarge,Aggregates,Manitoulin,Sarnia",Aggregates,15100.0,15100.0,"Northern Venture,LaFarge,Aggregates,Manitoulin,Sarnia",Northern Venture,LaFarge,Aggregates,COA,Manitoulin,,,Sarnia,,,,Manitoulin__-Sarnia___,Northern Venture*LaFarge*Aggregates*Manitoulin__-Sarnia___,"Northern Venture,LaFarge,Aggregates,Manitoulin,Sarnia",5.76,0,0,0,1500,-750,1222.272,5.92,0,0,0,1551,-775.5,,1256.2240000000002,0.6799999932,Tonnage-based,1.13,0,,,,NO,89392.0,0.0,0.0,89392.0,20240822053450,20240824164149,20240822053450.20240824164149,20240822053450.20240824164149
Northern Venture,58,58,Firm,Tomlinson,Aug,2.51,2.51,2024-08-24 16:41:49.471,2024-08-27 05:00:49.150,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240824164149,20240827050049,20240824164149.20240827050049,20240824164149.20240827050049
Northern Venture,59,59,Firm,LaFarge,Aug,3.05,3.05,2024-08-27 05:00:49.150,2024-08-30 06:08:02.695,1,1,"LaFarge,Aggregates,Manitoulin,Cleveland",Aggregates,15100.0,15100.0,"Northern Venture,LaFarge,Aggregates,Manitoulin,Cleveland",Northern Venture,LaFarge,Aggregates,COA,Manitoulin,,,Cleveland,,,,Manitoulin__-Cleveland___,Northern Venture*LaFarge*Aggregates*Manitoulin__-Cleveland___,"Northern Venture,LaFarge,Aggregates,Manitoulin,Cleveland",10.11,0,0,0,1500,-750,1845.075,11.2,0,0,0,1551,-775.5,,2044,0.6799999932,Tonnage-based,2.07,0,,,,NO,169120.0,0.0,0.0,169120.0,20240827050049,20240830060802,20240827050049.20240830060802,20240827050049.20240830060802
Northern Venture,60,60,Firm,Windsor Salt,Sep,0.86,2.6,2024-08-30 06:08:02.695,2024-09-01 20:35:13.622,1,1,"Windsor Salt,Salt,Fairport,Fisher Harbour",Salt,13000.0,13000.0,"Northern Venture,Windsor Salt,Salt,Fairport,Fisher Harbour",Northern Venture,Windsor Salt,Salt,COA,Fairport,,,Fisher Harbour,,,,Fairport__-Fisher Harbour___,Northern Venture*Windsor Salt*Salt*Fairport__-Fisher Harbour___,"Northern Venture,Windsor Salt,Salt,Fairport,Fisher Harbour",10.06,0,0,0,1500,-750,1936.5500000000002,10.3,0,0,0,1545,-772.5,,1982.75,1.00299998997,Tonnage-based,2.38,0,,,,NO,133900.0,0.0,0.0,133900.0,20240830060802,20240901203513,20240830060802.20240901203513,20240830060802.20240901203513
Northern Venture,61,61,Firm,Tomlinson,Sep,2.24,2.24,2024-09-01 20:35:13.622,2024-09-04 02:18:57.396,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,139624.76,0.0,0.0,139624.76,20240901203513,20240904021857,20240901203513.20240904021857,20240901203513.20240904021857
Northern Venture,62,62,Firm,Compass,Sep,1.72,1.72,2024-09-04 02:18:57.396,2024-09-05 19:32:15.832,1,1,"Compass,Salt,Goderich,Fisher Harbour",Salt,15400.0,15400.0,"Northern Venture,Compass,Salt,Goderich,Fisher Harbour",Northern Venture,Compass,Salt,COA,Goderich,,,Fisher Harbour,,,,Goderich__-Fisher Harbour___,Northern Venture*Compass*Salt*Goderich__-Fisher Harbour___,"Northern Venture,Compass,Salt,Goderich,Fisher Harbour",5.92,0,0,0,1500,-750,1139.6000000000001,6.07,0,0,0,1551,-775.5,,1168.4750000000001,1,Tonnage-based,1.47,0,,,,YES,93478.0,0.0,0.0,93478.0,20240904021857,20240905193215,20240904021857.20240905193215,20240904021857.20240905193215
Northern Venture,63,63,Firm,Tomlinson,Sep,2.15,2.15,2024-09-05 19:32:15.832,2024-09-07 23:09:31.636,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240905193215,20240907230931,20240905193215.20240907230931,20240905193215.20240907230931
Northern Venture,64,64,Firm,LaFarge,Sep,2.44,2.44,2024-09-07 23:09:31.636,2024-09-10 09:39:32.268,1,1,"LaFarge,Aggregates,Manitoulin,Sarnia",Aggregates,15100.0,15100.0,"Northern Venture,LaFarge,Aggregates,Manitoulin,Sarnia",Northern Venture,LaFarge,Aggregates,COA,Manitoulin,,,Sarnia,,,,Manitoulin__-Sarnia___,Northern Venture*LaFarge*Aggregates*Manitoulin__-Sarnia___,"Northern Venture,LaFarge,Aggregates,Manitoulin,Sarnia",5.76,0,0,0,1500,-750,1222.272,5.92,0,0,0,1551,-775.5,,1256.2240000000002,0.6799999932,Tonnage-based,1.13,0,,,,NO,89392.0,0.0,0.0,89392.0,20240907230931,20240910093932,20240907230931.20240910093932,20240907230931.20240910093932
Northern Venture,65,65,Firm,Tomlinson,Sep,2.58,2.58,2024-09-10 09:39:32.268,2024-09-12 23:39:59.976,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240910093932,20240912233959,20240910093932.20240912233959,20240910093932.20240912233959
Northern Venture,66,66,Firm,LaFarge,Sep,2.44,2.44,2024-09-12 23:39:59.976,2024-09-15 10:10:00.608,1,1,"LaFarge,Aggregates,Manitoulin,Sarnia",Aggregates,15100.0,15100.0,"Northern Venture,LaFarge,Aggregates,Manitoulin,Sarnia",Northern Venture,LaFarge,Aggregates,COA,Manitoulin,,,Sarnia,,,,Manitoulin__-Sarnia___,Northern Venture*LaFarge*Aggregates*Manitoulin__-Sarnia___,"Northern Venture,LaFarge,Aggregates,Manitoulin,Sarnia",5.76,0,0,0,1500,-750,1222.272,5.92,0,0,0,1551,-775.5,,1256.2240000000002,0.6799999932,Tonnage-based,1.13,0,,,,NO,89392.0,0.0,0.0,89392.0,20240912233959,20240915101000,20240912233959.20240915101000,20240912233959.20240915101000
Northern Venture,67,67,Firm,Tomlinson,Sep,2.67,2.67,2024-09-15 10:10:00.608,2024-09-18 02:16:56.285,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,139624.76,0.0,0.0,139624.76,20240915101000,20240918021656,20240915101000.20240918021656,20240915101000.20240918021656
Northern Venture,68,68,Firm,Tomlinson,Sep,2.84,2.84,2024-09-18 02:16:56.285,2024-09-20 22:32:31.262,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240918021656,20240920223231,20240918021656.20240920223231,20240918021656.20240920223231
Northern Venture,69,69,Firm,Tomlinson,Sep,2.84,2.84,2024-09-20 22:32:31.262,2024-09-23 18:38:09.467,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,139624.76,0.0,0.0,139624.76,20240920223231,20240923183809,20240920223231.20240923183809,20240920223231.20240923183809
Northern Venture,70,70,Firm,Compass,Sep,1.37,1.37,2024-09-23 18:38:09.467,2024-09-25 03:28:59.104,1,1,"Compass,Salt,Goderich,Alpena",Salt,8800.0,8800.0,"Northern Venture,Compass,Salt,Goderich,Alpena",Northern Venture,Compass,Salt,COA,Goderich,,,Alpena,,,,Goderich__-Alpena___,Northern Venture*Compass*Salt*Goderich__-Alpena___,"Northern Venture,Compass,Salt,Goderich,Alpena",7.56,0,0,0,1500,-750,831.6,7.76,0,0,0,1551,-775.5,,853.6,1,Tonnage-based,1.92,0,,,,YES,68288.0,0.0,0.0,68288.0,20240923183809,20240925032859,20240923183809.20240925032859,20240923183809.20240925032859
Northern Venture,71,71,Firm,Tomlinson,Sep,2.14,2.14,2024-09-25 03:28:59.104,2024-09-27 06:50:24.508,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240925032859,20240927065024,20240925032859.20240927065024,20240925032859.20240927065024
Northern Venture,72,72,Firm,LaFarge,Sep,3.13,3.13,2024-09-27 06:50:24.508,2024-09-30 10:00:38.432,1,1,"LaFarge,Aggregates,Manitoulin,Cleveland",Aggregates,15100.0,15100.0,"Northern Venture,LaFarge,Aggregates,Manitoulin,Cleveland",Northern Venture,LaFarge,Aggregates,COA,Manitoulin,,,Cleveland,,,,Manitoulin__-Cleveland___,Northern Venture*LaFarge*Aggregates*Manitoulin__-Cleveland___,"Northern Venture,LaFarge,Aggregates,Manitoulin,Cleveland",10.11,0,0,0,1500,-750,1845.075,11.2,0,0,0,1551,-775.5,,2044,0.6799999932,Tonnage-based,2.07,0,,,,NO,169120.0,0.0,0.0,169120.0,20240927065024,20240930100038,20240927065024.20240930100038,20240927065024.20240930100038
Northern Venture,73,73,Firm,Windsor Salt,Oct,2.09,2.68,2024-09-30 10:00:38.432,2024-10-03 02:12:53.030,1,1,"Windsor Salt,Salt,Fairport,Fisher Harbour",Salt,13000.0,13000.0,"Northern Venture,Windsor Salt,Salt,Fairport,Fisher Harbour",Northern Venture,Windsor Salt,Salt,COA,Fairport,,,Fisher Harbour,,,,Fairport__-Fisher Harbour___,Northern Venture*Windsor Salt*Salt*Fairport__-Fisher Harbour___,"Northern Venture,Windsor Salt,Salt,Fairport,Fisher Harbour",10.06,0,0,0,1500,-750,1936.5500000000002,10.3,0,0,0,1545,-772.5,,1982.75,1.00299998997,Tonnage-based,2.38,0,,,,NO,133900.0,0.0,0.0,133900.0,20240930100038,20241003021253,20240930100038.20241003021253,20240930100038.20241003021253
Northern Venture,74,74,Firm,Tomlinson,Oct,2.24,2.24,2024-10-03 02:12:53.030,2024-10-05 07:56:36.803,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,139624.76,0.0,0.0,139624.76,20241003021253,20241005075636,20241003021253.20241005075636,20241003021253.20241005075636
Northern Venture,75,75,Firm,Compass,Oct,1.84,1.84,2024-10-05 07:56:36.803,2024-10-07 04:12:18.039,1,1,"Compass,Salt,Goderich,Thessalon",Salt,15000.0,15000.0,"Northern Venture,Compass,Salt,Goderich,Thessalon",Northern Venture,Compass,Salt,COA,Goderich,,,Thessalon,,,,Goderich__-Thessalon___,Northern Venture*Compass*Salt*Goderich__-Thessalon___,"Northern Venture,Compass,Salt,Goderich,Thessalon",6.82,0,0,0,1500,-750,1278.75,6.99,0,0,0,1551,-775.5,,1310.625,1,Tonnage-based,1.75,0,,,,YES,104850.0,0.0,0.0,104850.0,20241005075636,20241007041218,20241005075636.20241007041218,20241005075636.20241007041218
