Vessel,Trip No,Counter,Status,Customer,Month,Time,Total Time,Last Discharge Port Depart,Discharge Port Depart,Discharge Counts,Load Counts,Trip Details,Product,Load Quantity,Total Load Quantity,Details,Vessel_y,Customer (Finance),Cargo (Finance),Contract Type,Load-Port 1,Load-Port 2,Load-Port 3,Discharge-Port 1,Discharge-Port 2,Discharge-Port 3,Discharge-Port 4,Trade Pattern (per sched),TRADE MASTER,Schedule Map,Freight rate (per tonne) - PY,Time charter rate (per day) - PY,Rebate (per tonne) - PY,Other revenue (per trip) - PY,Demurrage rate - PY,Despatch rate - PY,Avg. cc / trip (PY),Freight rate (per tonne) - CY,Time charter rate (per day) - CY,Rebate (per tonne) - CY,Other revenue (per trip) - CY,Demurrage rate - CY,Despatch rate - CY,Type,Avg. cc / trip (CY),Fuel surcharge peg (per L),Fuel surcharge type,Fuel surcharge (tonnage factor),Fuel surcharge (litres factor),Calc comments,Reference price,Column1,In CY schedules?,Total Freight,Total Rebate,Total Time Charter,Total Revenue,b_start_str,b_end_str,Timing,Timing_str
Florence Spirit,3,5,Firm,Cargill,Apr,7.86,7.86,2024-04-15 11:52:41.232,2024-04-23 08:35:56.556,1,1,"Cargill,Grain,Sarnia,Baie Comeau",Grain,12000.0,12000.0,"Florence Spirit,Cargill,Grain,Sarnia,Baie Comeau",Florence Spirit,Cargill,Grain,COA,Sarnia,,,Baie Comeau,,,,Sarnia__-Baie Comeau___,Florence Spirit*Cargill*Grain*Sarnia__-Baie Comeau___,"Florence Spirit,Cargill,Grain,Sarnia,Baie Comeau",25.1,0,0,0,1100,-550,10000,22.26,0,0,0,1166.99,-583.5,,10340,0.6,Tonnage-based,5.3,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Sterling Fuels on date of loading.,,YES,267120.0,0.0,0.0,267120.0,20240415115241,20240423083556,20240415115241.20240423083556,20240415115241.20240423083556
Florence Spirit,4,6,Firm,Arcelor,Apr,7.38,7.38,2024-04-23 08:35:56.556,2024-04-30 17:37:14.850,1,1,"Arcelor,Coke,Detroit,Hamilton",Coke,8850.0,8850.0,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",Florence Spirit,Arcelor,Coke,COA,Detroit,,,Hamilton,,,,Detroit__-Hamilton___,Florence Spirit*Arcelor*Coke*Detroit__-Hamilton___,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,186381.0,1770.0,0.0,184611.0,20240423083556,20240430173714,20240423083556.20240430173714,20240423083556.20240430173714
Florence Spirit,5,7,Firm,Arcelor,May,4.03,4.3,2024-04-30 17:37:14.850,2024-05-05 00:49:19.121,1,1,"Arcelor,Coke,Sandusky,Hamilton",Coke,8000.0,8000.0,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",Florence Spirit,Arcelor,Coke,COA,Sandusky,,,Hamilton,,,,Sandusky__-Hamilton___,Florence Spirit*Arcelor*Coke*Sandusky__-Hamilton___,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,168480.0,1600.0,0.0,166880.0,20240430173714,20240505004919,20240430173714.20240505004919,20240430173714.20240505004919
Florence Spirit,6,8,Firm,Arcelor,May,4.68,4.68,2024-05-05 00:49:19.121,2024-05-09 17:10:09.620,1,1,"Arcelor,Coke,Detroit,Hamilton",Coke,8850.0,8850.0,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",Florence Spirit,Arcelor,Coke,COA,Detroit,,,Hamilton,,,,Detroit__-Hamilton___,Florence Spirit*Arcelor*Coke*Detroit__-Hamilton___,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,186381.0,1770.0,0.0,184611.0,20240505004919,20240509171009,20240505004919.20240509171009,20240505004919.20240509171009
Florence Spirit,7,9,Firm,Cargill,May,11.76,11.76,2024-05-09 17:10:09.620,2024-05-21 11:25:21.165,1,1,"Cargill,Grain,Thunder Bay,Baie Comeau",Grain,12000.0,12000.0,"Florence Spirit,Cargill,Grain,Thunder Bay,Baie Comeau",Florence Spirit,Cargill,Grain,COA,Thunder Bay,,,Baie Comeau,,,,Thunder Bay__-Baie Comeau___,Florence Spirit*Cargill*Grain*Thunder Bay__-Baie Comeau___,"Florence Spirit,Cargill,Grain,Thunder Bay,Baie Comeau",25.1,0,0,0,1100,-550,20565.4,26.63,0,0,0,1166.99,-583.5,,21264.623600000003,0.6,Tonnage-based,8.4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Sterling Fuels on date of loading.,,NO,319560.0,0.0,0.0,319560.0,20240509171009,20240521112521,20240509171009.20240521112521,20240509171009.20240521112521
Florence Spirit,8,10,Unknown,Unknown,May,8.41,8.41,2024-05-21 11:25:21.165,2024-05-29 21:20:50.269,1,1,"Unknown,Pig Iron,Sorel,Toledo",Pig Iron,10000.0,10000.0,"Florence Spirit,Unknown,Pig Iron,Sorel,Toledo",Florence Spirit,Unknown,Pig Iron,Unknown,Sorel,,,Toledo,,,,Sorel__-Toledo___,Florence Spirit*Unknown*Pig Iron*Sorel__-Toledo___,"Florence Spirit,Unknown,Pig Iron,Sorel,Toledo",,,,,,,116000,60.075,0,0,0,885.9375000000001,-442.96875000000006,,119944,0,,0,0,,,,NO,600750.0,0.0,0.0,600750.0,20240521112521,20240529212050,20240521112521.20240529212050,20240521112521.20240529212050
Florence Spirit,9,11,Firm,Arcelor,Jun,1.43,3.54,2024-05-29 21:20:50.269,2024-06-02 10:21:06.482,1,1,"Arcelor,Coke,Detroit,Hamilton",Coke,8850.0,8850.0,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",Florence Spirit,Arcelor,Coke,COA,Detroit,,,Hamilton,,,,Detroit__-Hamilton___,Florence Spirit*Arcelor*Coke*Detroit__-Hamilton___,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,186381.0,1770.0,0.0,184611.0,20240529212050,20240602102106,20240529212050.20240602102106,20240529212050.20240602102106
Florence Spirit,10,12,Firm,ADM,Jun,8.23,8.23,2024-06-02 10:21:06.482,2024-06-10 15:48:10.526,1,1,"ADM,Grain,Thunder Bay,Windsor",Grain,12000.0,12000.0,"Florence Spirit,ADM,Grain,Thunder Bay,Windsor",Florence Spirit,ADM,Grain,COA,Thunder Bay,,,Windsor,,,,Thunder Bay__-Windsor___,Florence Spirit*ADM*Grain*Thunder Bay__-Windsor___,"Florence Spirit,ADM,Grain,Thunder Bay,Windsor",14.35,0,0,0,1080,-540,10004,15.77,0,0,0,1187.07,-593.54,,10344.136,0.5,Tonnage-based,4.8,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,189240.0,0.0,0.0,189240.0,20240602102106,20240610154810,20240602102106.20240610154810,20240602102106.20240610154810
Florence Spirit,11,13,Firm,Arcelor,Jun,3.37,3.37,2024-06-10 15:48:10.526,2024-06-14 00:38:24.092,1,1,"Arcelor,Coke,Detroit,Hamilton",Coke,8850.0,8850.0,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",Florence Spirit,Arcelor,Coke,COA,Detroit,,,Hamilton,,,,Detroit__-Hamilton___,Florence Spirit*Arcelor*Coke*Detroit__-Hamilton___,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,186381.0,1770.0,0.0,184611.0,20240610154810,20240614003824,20240610154810.20240614003824,20240610154810.20240614003824
Florence Spirit,12,14,Firm,Elkem,Jun,7.13,7.13,2024-06-14 00:38:24.092,2024-06-21 03:47:10.998,1,1,"Elkem,Coal,Sandusky,Grande Anse",Coal,10000.0,10000.0,"Florence Spirit,Elkem,Coal,Sandusky,Grande Anse",Florence Spirit,Elkem,Coal,COA,Sandusky,,,Grande-Anse,,,,Sandusky__-Grande-Anse___,Florence Spirit*Elkem*Coal*Sandusky__-Grande-Anse___,"Florence Spirit,Elkem,Coal,Sandusky,Grande Anse",27.87,,,,1125.72,-562.86,45729.22,28.82,0,0,0,1163.99,-582,,47284.01348,0.27166850005433374,Litres-based,0,78129.41174907998,Converted Elkem calc to L,Actual fuel file including Delivery & FET,,YES,288200.0,0.0,0.0,288200.0,20240614003824,20240621034710,20240614003824.20240621034710,20240614003824.20240621034710
Florence Spirit,13,15,Unknown,Unknown,Jun,9.63,9.63,2024-06-21 03:47:10.998,2024-06-30 18:53:13.202,1,1,"Unknown,Unknown,Sorel,Toledo",Unknown,12000.0,12000.0,"Florence Spirit,Unknown,Unknown,Sorel,Toledo",Florence Spirit,Unknown,Unknown,Unknown,Sorel,,,Toledo,,,,Sorel__-Toledo___,Florence Spirit*Unknown*Unknown*Sorel__-Toledo___,"Florence Spirit,Unknown,Unknown,Sorel,Toledo",,,,,,,131488.6,0,36000,0,0,0,0,,0,0,,0,0,,,,YES,0.0,0.0,346680.0,346680.0,20240621034710,20240630185313,20240621034710.20240630185313,20240621034710.20240630185313
Florence Spirit,14,16,Firm,Arcelor,Jul,3.04,3.25,2024-06-30 18:53:13.202,2024-07-04 00:50:38.077,1,1,"Arcelor,Coke,Sandusky,Hamilton",Coke,8000.0,8000.0,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",Florence Spirit,Arcelor,Coke,COA,Sandusky,,,Hamilton,,,,Sandusky__-Hamilton___,Florence Spirit*Arcelor*Coke*Sandusky__-Hamilton___,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,168480.0,1600.0,0.0,166880.0,20240630185313,20240704005038,20240630185313.20240704005038,20240630185313.20240704005038
Florence Spirit,15,17,Firm,ADM,Jul,8.08,8.08,2024-07-04 00:50:38.077,2024-07-12 02:40:17.009,1,1,"ADM,Grain,Thunder Bay,Windsor",Grain,12000.0,12000.0,"Florence Spirit,ADM,Grain,Thunder Bay,Windsor",Florence Spirit,ADM,Grain,COA,Thunder Bay,,,Windsor,,,,Thunder Bay__-Windsor___,Florence Spirit*ADM*Grain*Thunder Bay__-Windsor___,"Florence Spirit,ADM,Grain,Thunder Bay,Windsor",14.35,0,0,0,1080,-540,10004,15.77,0,0,0,1187.07,-593.54,,10344.136,0.5,Tonnage-based,4.8,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,189240.0,0.0,0.0,189240.0,20240704005038,20240712024017,20240704005038.20240712024017,20240704005038.20240712024017
Florence Spirit,16,18,Firm,Arcelor,Jul,3.33,3.33,2024-07-12 02:40:17.009,2024-07-15 10:38:42.522,1,1,"Arcelor,Coke,Detroit,Hamilton",Coke,8850.0,8850.0,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",Florence Spirit,Arcelor,Coke,COA,Detroit,,,Hamilton,,,,Detroit__-Hamilton___,Florence Spirit*Arcelor*Coke*Detroit__-Hamilton___,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,186381.0,1770.0,0.0,184611.0,20240712024017,20240715103842,20240712024017.20240715103842,20240712024017.20240715103842
Florence Spirit,17,19,Firm,Arcelor,Jul,4.19,4.19,2024-07-15 10:38:42.522,2024-07-19 15:14:20.762,1,1,"Arcelor,Coke,Sandusky,Hamilton",Coke,8000.0,8000.0,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",Florence Spirit,Arcelor,Coke,COA,Sandusky,,,Hamilton,,,,Sandusky__-Hamilton___,Florence Spirit*Arcelor*Coke*Sandusky__-Hamilton___,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,168480.0,1600.0,0.0,166880.0,20240715103842,20240719151420,20240715103842.20240719151420,20240715103842.20240719151420
Florence Spirit,18,20,Tentative,Grain Customer,Jul,5.02,5.02,2024-07-19 15:14:20.762,2024-07-24 15:48:54.716,1,1,"Grain Customer,Grain,Hamilton,Quebec",Grain,12000.0,12000.0,"Florence Spirit,Grain Customer,Grain,Hamilton,Quebec",Florence Spirit,Grain Customer,Grain,Unknown,Hamilton,,,Quebec,,,,Hamilton__-Quebec___,Florence Spirit*Grain Customer*Grain*Hamilton__-Quebec___,"Florence Spirit,Grain Customer,Grain,Hamilton,Quebec",,,,,,,18918,18.25,0,0,0,1200,-600,,19561.212,0,,0,0,,,,NO,219000.0,0.0,0.0,219000.0,20240719151420,20240724154854,20240719151420.20240724154854,20240719151420.20240724154854
Florence Spirit,19,21,Unknown,Unknown,Aug,1.12,8.47,2024-07-24 15:48:54.716,2024-08-02 02:59:18.287,1,1,"Unknown,Unknown,Sorel,Toledo",Unknown,12000.0,12000.0,"Florence Spirit,Unknown,Unknown,Sorel,Toledo",Florence Spirit,Unknown,Unknown,Unknown,Sorel,,,Toledo,,,,Sorel__-Toledo___,Florence Spirit*Unknown*Unknown*Sorel__-Toledo___,"Florence Spirit,Unknown,Unknown,Sorel,Toledo",,,,,,,131488.6,0,36000,0,0,0,0,,0,0,,0,0,,,,YES,0.0,0.0,304920.0,304920.0,20240724154854,20240802025918,20240724154854.20240802025918,20240724154854.20240802025918
Florence Spirit,20,22,Tentative,Grain Customer,Aug,9.62,9.62,2024-08-02 02:59:18.287,2024-08-11 17:57:16.312,1,1,"Grain Customer,Grain,Thunder Bay,Quebec",Grain,12000.0,12000.0,"Florence Spirit,Grain Customer,Grain,Thunder Bay,Quebec",Florence Spirit,Grain Customer,Grain,Unknown,Thunder Bay,,,Quebec,,,,Thunder Bay__-Quebec___,Florence Spirit*Grain Customer*Grain*Thunder Bay__-Quebec___,"Florence Spirit,Grain Customer,Grain,Thunder Bay,Quebec",,,,,,,41889,31.4356,0,0,0,1184.5,-592.5,,43313.226,0.75,Tonnage-based,7.8,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Sterling Fuels,,NO,377227.2,0.0,0.0,377227.2,20240802025918,20240811175716,20240802025918.20240811175716,20240802025918.20240811175716
Florence Spirit,21,23,Firm,Arcelor,Aug,6.62,6.62,2024-08-11 17:57:16.312,2024-08-18 08:44:36.197,1,1,"Arcelor,Coke,Detroit,Hamilton",Coke,8850.0,8850.0,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",Florence Spirit,Arcelor,Coke,COA,Detroit,,,Hamilton,,,,Detroit__-Hamilton___,Florence Spirit*Arcelor*Coke*Detroit__-Hamilton___,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,186381.0,1770.0,0.0,184611.0,20240811175716,20240818084436,20240811175716.20240818084436,20240811175716.20240818084436
Florence Spirit,22,24,Firm,Arcelor,Aug,4.26,4.26,2024-08-18 08:44:36.197,2024-08-22 14:54:06.055,1,1,"Arcelor,Coke,Sandusky,Hamilton",Coke,8000.0,8000.0,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",Florence Spirit,Arcelor,Coke,COA,Sandusky,,,Hamilton,,,,Sandusky__-Hamilton___,Florence Spirit*Arcelor*Coke*Sandusky__-Hamilton___,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,168480.0,1600.0,0.0,166880.0,20240818084436,20240822145406,20240818084436.20240822145406,20240818084436.20240822145406
Florence Spirit,23,25,Firm,Arcelor,Aug,4.63,4.63,2024-08-22 14:54:06.055,2024-08-27 06:06:39.702,1,1,"Arcelor,Coke,Detroit,Hamilton",Coke,8850.0,8850.0,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",Florence Spirit,Arcelor,Coke,COA,Detroit,,,Hamilton,,,,Detroit__-Hamilton___,Florence Spirit*Arcelor*Coke*Detroit__-Hamilton___,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,186381.0,1770.0,0.0,184611.0,20240822145406,20240827060639,20240822145406.20240827060639,20240822145406.20240827060639
Florence Spirit,24,26,Firm,Cargill,Sep,3.01,7.76,2024-08-27 06:06:39.702,2024-09-04 00:20:46.020,1,1,"Cargill,Grain,Sarnia,Baie Comeau",Grain,12000.0,12000.0,"Florence Spirit,Cargill,Grain,Sarnia,Baie Comeau",Florence Spirit,Cargill,Grain,COA,Sarnia,,,Baie Comeau,,,,Sarnia__-Baie Comeau___,Florence Spirit*Cargill*Grain*Sarnia__-Baie Comeau___,"Florence Spirit,Cargill,Grain,Sarnia,Baie Comeau",25.1,0,0,0,1100,-550,10000,22.26,0,0,0,1166.99,-583.5,,10340,0.6,Tonnage-based,5.3,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Sterling Fuels on date of loading.,,YES,267120.0,0.0,0.0,267120.0,20240827060639,20240904002046,20240827060639.20240904002046,20240827060639.20240904002046
Florence Spirit,25,27,Firm,ADM,Sep,10.86,10.86,2024-09-04 00:20:46.020,2024-09-14 21:05:31.745,1,1,"ADM,Grain,Thunder Bay,Windsor",Grain,10700.0,10700.0,"Florence Spirit,ADM,Grain,Thunder Bay,Windsor",Florence Spirit,ADM,Grain,COA,Thunder Bay,,,Windsor,,,,Thunder Bay__-Windsor___,Florence Spirit*ADM*Grain*Thunder Bay__-Windsor___,"Florence Spirit,ADM,Grain,Thunder Bay,Windsor",14.35,0,0,0,1080,-540,10004,15.77,0,0,0,1187.07,-593.54,,10344.136,0.5,Tonnage-based,4.8,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,168739.0,0.0,0.0,168739.0,20240904002046,20240914210531,20240904002046.20240914210531,20240904002046.20240914210531
Florence Spirit,26,28,Firm,Arcelor,Sep,3.39,3.39,2024-09-14 21:05:31.745,2024-09-18 06:30:17.346,1,1,"Arcelor,Coke,Detroit,Hamilton",Coke,8850.0,8850.0,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",Florence Spirit,Arcelor,Coke,COA,Detroit,,,Hamilton,,,,Detroit__-Hamilton___,Florence Spirit*Arcelor*Coke*Detroit__-Hamilton___,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,186381.0,1770.0,0.0,184611.0,20240914210531,20240918063017,20240914210531.20240918063017,20240914210531.20240918063017
Florence Spirit,27,29,Firm,Arcelor,Sep,4.3,4.3,2024-09-18 06:30:17.346,2024-09-22 13:42:21.616,1,1,"Arcelor,Coke,Sandusky,Hamilton",Coke,8000.0,8000.0,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",Florence Spirit,Arcelor,Coke,COA,Sandusky,,,Hamilton,,,,Sandusky__-Hamilton___,Florence Spirit*Arcelor*Coke*Sandusky__-Hamilton___,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,168480.0,1600.0,0.0,166880.0,20240918063017,20240922134221,20240918063017.20240922134221,20240918063017.20240922134221
Florence Spirit,28,30,Firm,ADM,Sep,8.12,8.12,2024-09-22 13:42:21.616,2024-09-30 16:28:52.402,1,1,"ADM,Grain,Thunder Bay,Windsor",Grain,10700.0,10700.0,"Florence Spirit,ADM,Grain,Thunder Bay,Windsor",Florence Spirit,ADM,Grain,COA,Thunder Bay,,,Windsor,,,,Thunder Bay__-Windsor___,Florence Spirit*ADM*Grain*Thunder Bay__-Windsor___,"Florence Spirit,ADM,Grain,Thunder Bay,Windsor",14.35,0,0,0,1080,-540,10004,15.77,0,0,0,1187.07,-593.54,,10344.136,0.5,Tonnage-based,4.8,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,168739.0,0.0,0.0,168739.0,20240922134221,20240930162852,20240922134221.20240930162852,20240922134221.20240930162852
Florence Spirit,29,31,Tentative,Arcelor,Oct,3.08,3.39,2024-09-30 16:28:52.402,2024-10-04 01:53:38.003,1,1,"Arcelor,Coke,Detroit,Hamilton",Coke,8850.0,8850.0,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",Florence Spirit,Arcelor,Coke,COA,Detroit,,,Hamilton,,,,Detroit__-Hamilton___,Florence Spirit*Arcelor*Coke*Detroit__-Hamilton___,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,186381.0,1770.0,0.0,184611.0,20240930162852,20241004015338,20240930162852.20241004015338,20240930162852.20241004015338
Florence Spirit,30,32,Firm,P&H,Oct,6.15,6.15,2024-10-04 01:53:38.003,2024-10-10 05:26:48.887,1,1,"P&H,Grain,Hamilton,Port Cartier",Grain,12000.0,12000.0,"Florence Spirit,P&H,Grain,Hamilton,Port Cartier",Florence Spirit,P&H,Grain,COA,Hamilton,,,Port Cartier,,,,Hamilton__-Port Cartier___,Florence Spirit*P&H*Grain*Hamilton__-Port Cartier___,"Florence Spirit,P&H,Grain,Hamilton,Port Cartier",,,,,,,13285,20.35,0,0,0,1250,-625,,13736.69,1,,4.2,0,,,,YES,244200.00000000003,0.0,0.0,244200.00000000003,20241004015338,20241010052648,20241004015338.20241010052648,20241004015338.20241010052648
Florence Spirit,31,33,Firm,Arcelor,Oct,7.32,7.32,2024-10-10 05:26:48.887,2024-10-17 13:10:26.464,1,1,"Arcelor,Coke,Sandusky,Hamilton",Coke,8000.0,8000.0,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",Florence Spirit,Arcelor,Coke,COA,Sandusky,,,Hamilton,,,,Sandusky__-Hamilton___,Florence Spirit*Arcelor*Coke*Sandusky__-Hamilton___,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,168480.0,1600.0,0.0,166880.0,20241010052648,20241017131026,20241010052648.20241017131026,20241010052648.20241017131026
Florence Spirit,32,34,Firm,Elkem,Oct,7.22,7.22,2024-10-17 13:10:26.464,2024-10-24 18:30:18.312,1,1,"Elkem,Coal,Sandusky,Grande Anse",Coal,10000.0,10000.0,"Florence Spirit,Elkem,Coal,Sandusky,Grande Anse",Florence Spirit,Elkem,Coal,COA,Sandusky,,,Grande-Anse,,,,Sandusky__-Grande-Anse___,Florence Spirit*Elkem*Coal*Sandusky__-Grande-Anse___,"Florence Spirit,Elkem,Coal,Sandusky,Grande Anse",27.87,,,,1125.72,-562.86,45729.22,28.82,0,0,0,1163.99,-582,,47284.01348,0.27166850005433374,Litres-based,0,78129.41174907998,Converted Elkem calc to L,Actual fuel file including Delivery & FET,,YES,288200.0,0.0,0.0,288200.0,20241017131026,20241024183018,20241017131026.20241024183018,20241017131026.20241024183018
Florence Spirit,33,35,Firm,Arcelor,Oct,7.22,7.22,2024-10-24 18:30:18.312,2024-10-31 23:45:19.464,1,1,"Arcelor,Coke,Detroit,Hamilton",Coke,8850.0,8850.0,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",Florence Spirit,Arcelor,Coke,COA,Detroit,,,Hamilton,,,,Detroit__-Hamilton___,Florence Spirit*Arcelor*Coke*Detroit__-Hamilton___,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,186381.0,1770.0,0.0,184611.0,20241024183018,20241031234519,20241024183018.20241031234519,20241024183018.20241031234519
Florence Spirit,34,36,Firm,ADM,Nov,8.11,8.12,2024-10-31 23:45:19.464,2024-11-09 02:31:50.250,1,1,"ADM,Grain,Thunder Bay,Windsor",Grain,10700.0,10700.0,"Florence Spirit,ADM,Grain,Thunder Bay,Windsor",Florence Spirit,ADM,Grain,COA,Thunder Bay,,,Windsor,,,,Thunder Bay__-Windsor___,Florence Spirit*ADM*Grain*Thunder Bay__-Windsor___,"Florence Spirit,ADM,Grain,Thunder Bay,Windsor",14.35,0,0,0,1080,-540,10004,15.77,0,0,0,1187.07,-593.54,,10344.136,0.5,Tonnage-based,4.8,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,168739.0,0.0,0.0,168739.0,20241031234519,20241109023150,20241031234519.20241109023150,20241031234519.20241109023150
Florence Spirit,35,37,Firm,Arcelor,Nov,3.53,3.53,2024-11-09 02:31:50.250,2024-11-12 15:15:48.715,1,1,"Arcelor,Coke,Sandusky,Hamilton",Coke,8000.0,16850.0,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",Florence Spirit,Arcelor,Coke,COA,Sandusky,,,Hamilton,,,,Sandusky__-Hamilton___,Florence Spirit*Arcelor*Coke*Sandusky__-Hamilton___,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,354861.0,3370.0,0.0,351491.0,20241109023150,20241112151548,20241109023150.20241112151548,20241109023150.20241112151548
